 -1.4822e-323   6.6235e-02   1.4093e-01   2.3154e-01   3.4349e-01   4.7927e-01   6.3772e-01   8.1397e-01   1.0000e+00
 -1.4822e-323   6.7071e-02   1.4250e-01   2.3364e-01   3.4584e-01   4.8150e-01   6.3947e-01   8.1493e-01   1.0000e+00
 -1.4822e-323   6.7897e-02   1.4405e-01   2.3572e-01   3.4815e-01   4.8369e-01   6.4119e-01   8.1587e-01   1.0000e+00
 -1.4822e-323   6.8712e-02   1.4558e-01   2.3777e-01   3.5043e-01   4.8585e-01   6.4288e-01   8.1680e-01   1.0000e+00
 -1.4822e-323   6.9518e-02   1.4709e-01   2.3978e-01   3.5267e-01   4.8798e-01   6.4454e-01   8.1771e-01   1.0000e+00
 -1.4822e-323   7.0314e-02   1.4859e-01   2.4178e-01   3.5488e-01   4.9007e-01   6.4617e-01   8.1861e-01   1.0000e+00
 -1.4822e-323   7.1100e-02   1.5006e-01   2.4374e-01   3.5705e-01   4.9213e-01   6.4778e-01   8.1949e-01   1.0000e+00
 -1.4822e-323   7.1876e-02   1.5151e-01   2.4568e-01   3.5920e-01   4.9415e-01   6.4936e-01   8.2035e-01   1.0000e+00
 -1.4822e-323   7.2642e-02   1.5294e-01   2.4758e-01   3.6131e-01   4.9615e-01   6.5091e-01   8.2120e-01   1.0000e+00
 -1.4822e-323   7.3398e-02   1.5436e-01   2.4947e-01   3.6339e-01   4.9811e-01   6.5244e-01   8.2204e-01   1.0000e+00
 -1.4822e-323   7.4145e-02   1.5575e-01   2.5132e-01   3.6544e-01   5.0004e-01   6.5394e-01   8.2286e-01   1.0000e+00
 -1.4822e-323   7.4882e-02   1.5713e-01   2.5315e-01   3.6745e-01   5.0194e-01   6.5542e-01   8.2367e-01   1.0000e+00
 -1.4822e-323   7.5609e-02   1.5849e-01   2.5495e-01   3.6944e-01   5.0381e-01   6.5687e-01   8.2446e-01   1.0000e+00
 -1.4822e-323   7.6326e-02   1.5983e-01   2.5673e-01   3.7140e-01   5.0565e-01   6.5830e-01   8.2524e-01   1.0000e+00
 -1.4822e-323   7.7035e-02   1.6115e-01   2.5848e-01   3.7333e-01   5.0746e-01   6.5971e-01   8.2601e-01   1.0000e+00
